355	2123	8	\N	closed	accepted	\N	\N	f
343	710	7	\N	closed	accepted	\N	\N	f
337	200	7	\N	closed	accepted	\N	\N	f
258	1399	1	\N	closed	withdrawn	\N	\N	f
328	1991	10	\N	closed	expired	\N	\N	f
333	1973	10	\N	closed	expired	\N	\N	f
367	1013	1	16679	closed	\N	\N	\N	f
332	535	10	\N	closed	expired	\N	\N	f
359	1596	1	\N	closed	declined	Date booked	\N	f
335	330	11	\N	closed	expired	\N	\N	f
341	229	11	\N	closed	expired	\N	\N	f
339	2035	11	\N	closed	expired	\N	\N	f
351	1596	11	\N	closed	expired	\N	\N	f
360	2107	11	\N	closed	expired	\N	\N	f
364	1061	11	\N	closed	expired	\N	\N	f
362	2035	7	\N	closed	expired	\N	\N	f
369	241	10	\N	closed	expired	\N	\N	f
371	176	11	\N	closed	expired	\N	\N	f
377	2086	7	\N	closed	expired	\N	\N	f
379	1596	10	\N	closed	expired	\N	\N	f
599	1748	25	\N	closed	declined	Downtown Calgary thanks you for applying to this program. Please consider applying to future CDA programs. Happy gigging!	\N	f
272	1995	8	\N	closed	withdrawn	\N	\N	f
1317	2295	41	\N	closed	expired	\N	\N	f
389	1995	8	\N	closed	withdrawn	\N	\N	f
1021	1061	41	\N	closed	expired	\N	\N	f
404	364	11	\N	closed	withdrawn	\N	\N	f
1325	1404	51	\N	open	\N	\N	\N	f
1155	157	41	\N	closed	withdrawn	\N	\N	f
1487	2069	45	18151	closed	\N	\N	\N	f
395	2136	2	\N	closed	expired	\N	\N	f
1240	452	46	\N	closed	expired	\N	\N	f
396	2136	7	\N	closed	expired	\N	\N	f
402	1988	7	\N	closed	withdrawn	\N	\N	f
1417	2242	46	\N	closed	expired	\N	\N	f
398	2136	11	\N	closed	expired	\N	\N	f
1723	2267	2	\N	open	\N	\N	\N	f
1571	840	63	18176	closed	\N	\N	\N	f
401	1988	11	\N	closed	expired	\N	\N	f
407	2035	8	\N	closed	expired	\N	\N	f
412	1111	2	\N	closed	expired	\N	\N	f
411	2138	10	\N	closed	expired	\N	\N	f
409	2138	1	16759	closed	\N	\N	\N	f
413	449	11	\N	closed	expired	\N	\N	f
415	1111	10	\N	closed	expired	\N	\N	f
414	449	10	\N	closed	expired	\N	\N	f
417	2001	7	\N	closed	expired	\N	\N	f
416	493	10	\N	closed	expired	\N	\N	f
421	2001	10	\N	closed	expired	\N	\N	f
419	2001	1	16801	closed	\N	\N	\N	f
390	1995	1	16803	closed	\N	\N	\N	f
426	710	19	\N	closed	expired	\N	\N	f
423	2001	8	\N	closed	accepted	\N	\N	f
429	2035	19	\N	closed	accepted	\N	\N	f
427	1748	19	\N	closed	accepted	\N	\N	f
397	2136	8	\N	closed	accepted	\N	\N	f
388	1995	7	\N	closed	withdrawn	\N	\N	f
428	1748	10	\N	closed	expired	\N	\N	f
431	1964	19	\N	closed	expired	\N	\N	f
716	2134	23	\N	closed	expired	\N	\N	f
1319	2295	46	\N	closed	expired	\N	\N	f
1491	2114	46	\N	closed	withdrawn	\N	\N	f
453	2140	11	\N	closed	expired	\N	\N	f
434	843	19	\N	closed	accepted	\N	\N	f
448	1913	19	\N	closed	accepted	\N	\N	f
435	1531	19	\N	closed	accepted	\N	\N	f
457	157	19	\N	closed	accepted	\N	\N	f
438	2140	2	\N	closed	withdrawn	\N	\N	f
552	2077	24	\N	closed	declined	Thanks for your interest, the spots have been filled. Please continue to apply for Music Mile programs! Best wishes!	\N	f
1326	2169	51	\N	open	\N	\N	\N	f
1768	2265	2	\N	open	\N	\N	\N	f
459	2135	19	\N	closed	expired	\N	\N	f
437	2140	1	\N	closed	withdrawn	\N	\N	f
460	2135	10	\N	closed	expired	\N	\N	f
1322	2295	45	\N	closed	declined		\N	f
456	1991	19	\N	closed	expired	\N	\N	f
1156	1361	41	\N	closed	withdrawn	\N	\N	f
461	2135	11	\N	closed	expired	\N	\N	f
464	2142	10	\N	closed	expired	\N	\N	f
470	1094	10	\N	closed	expired	\N	\N	f
1241	452	41	\N	closed	expired	\N	\N	f
469	176	10	\N	closed	expired	\N	\N	f
471	1094	19	\N	closed	expired	\N	\N	f
475	154	10	\N	closed	expired	\N	\N	f
442	2140	1	\N	closed	declined	Please submit with a date.	\N	f
474	154	11	\N	closed	expired	\N	\N	f
454	2140	4	\N	closed	withdrawn	\N	\N	f
473	154	19	\N	closed	expired	\N	\N	f
1570	1523	50	18179	closed	\N	\N	\N	f
472	1094	11	\N	closed	expired	\N	\N	f
476	1142	19	\N	closed	expired	\N	\N	f
717	220	23	\N	closed	expired	\N	\N	f
843	2242	29	\N	closed	expired	\N	\N	f
